height 3.0
ambient 0.4

wall 32.1896 270.0424 27.3750 264.1765 30.0000 2.0 true -60.0
wall 35.7672 276.7354 32.1896 270.0424 30.0000 2.0 true -60.0
wall -0.0000 252.8369 -7.5528 253.5812 30.0000 2.0 true -60.0
wall 37.9702 283.9979 35.7672 276.7354 30.0000 2.0 true -60.0
wall 37.9702 299.1041 38.7141 291.5510 30.0000 2.0 true -60.0
wall 35.7672 306.3665 37.9702 299.1041 30.0000 2.0 true -60.0
wall 27.3750 318.9254 32.1896 313.0594 30.0000 2.0 true -60.0
wall -0.0000 330.2651 7.5527 329.5208 30.0000 2.0 true -60.0
wall 21.5084 323.7411 27.3750 318.9254 30.0000 2.0 true -60.0
wall 14.8153 327.3185 21.5084 323.7411 30.0000 2.0 true -60.0
wall 38.7141 291.5510 37.9702 283.9979 30.0000 2.0 true -60.0
wall 7.5527 329.5208 14.8153 327.3185 30.0000 2.0 true -60.0
